t,value
1663354993,4480000000
1663354994,4530000000
1663354995,4580000000
1663354996,4610000000
1663354997,5380000000
1663354998,6760000000
1663354999,8160000000
1663355000,10000000000
1663355001,11960000000
1663355002,13340000000
1663355003,14070000000
1663355004,15710000000
1663355005,16240000000
1663355006,17750000000
1663355007,17790000000
1663355008,18480000000
1663355009,20880000000
1663355010,23260000000
1663355011,24640000000
1663355012,25800000000
1663355013,26690000000
1663355014,27350000000
1663355015,28970000000
1663355016,29540000000
