t,value
1663358829,4500000000
1663358830,4540000000
1663358831,4580000000
1663358832,4930000000
1663358833,6590000000
1663358834,8300000000
1663358835,11190000000
1663358836,14780000000
1663358837,16290000000
1663358838,17600000000
1663358839,20990000000
1663358840,23000000000
1663358841,25270000000
1663358842,29050000000
1663358843,30160000000
1663358844,30190000000
1663358845,31070000000
1663358846,34760000000
1663358847,37620000000
1663358848,41100000000
1663358849,45070000000
1663358850,47360000000
1663358851,49450000000
1663358852,50590000000
1663358853,50610000000
1663358854,53560000000
1663358855,56530000000
1663358856,60010000000
1663358856,60390000000
