t,value
1663434991,4560000000
1663434992,4620000000
1663434993,4650000000
1663434994,4680000000
1663434995,7330000000
1663434996,10110000000
1663434997,11950000000
1663434998,14770000000
1663434999,15480000000
1663435000,18080000000
1663435001,20180000000
1663435002,20900000000
1663435003,20960000000
1663435004,22860000000
1663435005,25210000000
1663435006,27420000000
1663435007,30150000000
1663435008,31130000000
1663435009,32620000000
1663435010,33120000000
1663435011,33310000000
1663435012,35560000000
1663435013,36780000000
