t,value
1663353443,4620000000
1663353444,4660000000
1663353445,4720000000
1663353446,4770000000
1663353447,4790000000
1663353448,4820000000
1663353449,5900000000
1663353450,7090000000
1663353451,8200000000
1663353452,9640000000
1663353453,10410000000
1663353454,11380000000
1663353455,12160000000
1663353456,13010000000
1663353457,14270000000
1663353458,14820000000
1663353459,15020000000
1663353460,15050000000
1663353461,15920000000
1663353462,17010000000
1663353463,18020000000
1663353464,18520000000
1663353465,18570000000
1663353466,18570000000
1663353467,18580000000
1663353468,19370000000
1663353469,20400000000
1663353470,21330000000
1663353471,22250000000
1663353472,22950000000
1663353473,23840000000
1663353474,24790000000
1663353475,25900000000
1663353476,26390000000
1663353477,27150000000
1663353478,27710000000
1663353479,28310000000
1663353480,28330000000
1663353481,28340000000
1663353482,29370000000
1663353483,30170000000
1663353484,30690000000
1663353484,30720000000
