t,value
1663368009,4420000000
1663368010,4480000000
1663368011,4520000000
1663368012,4560000000
1663368013,5270000000
1663368014,6490000000
1663368015,8000000000
1663368016,9500000000
1663368017,11500000000
1663368018,12710000000
1663368019,12830000000
1663368020,14040000000
1663368021,15900000000
1663368022,16970000000
1663368023,18120000000
1663368024,19280000000
1663368025,20460000000
1663368026,20590000000
1663368027,20610000000
1663368028,20620000000
1663368029,22430000000
1663368030,23630000000
1663368031,25110000000
1663368032,25840000000
1663368033,26920000000
1663368034,28490000000
1663368035,29700000000
1663368036,30580000000
1663368037,31060000000
1663368038,31070000000
1663368039,31120000000
1663368040,31160000000
1663368041,31960000000
1663368042,33140000000
1663368043,34620000000
1663368044,35740000000
1663368045,36260000000
