t,value
1663353259,4580000000
1663353260,4640000000
1663353261,4680000000
1663353262,4710000000
1663353263,4740000000
1663353264,5150000000
1663353265,6020000000
1663353266,6980000000
1663353267,7980000000
1663353268,9040000000
1663353269,10330000000
1663353270,11270000000
1663353271,12520000000
1663353272,13160000000
1663353273,14180000000
1663353274,15120000000
1663353275,15570000000
1663353276,16810000000
1663353277,17950000000
1663353278,18410000000
1663353279,18420000000
1663353280,18790000000
1663353281,19780000000
1663353282,20810000000
1663353283,21750000000
1663353284,22210000000
1663353285,23250000000
1663353286,23940000000
1663353287,23980000000
1663353288,24410000000
1663353289,25060000000
1663353290,25680000000
1663353291,26060000000
1663353292,26090000000
1663353293,26640000000
1663353294,27670000000
1663353294,27900000000
