t,value
1663420452,4400000000
1663420453,4440000000
1663420454,4500000000
1663420455,4540000000
1663420456,6320000000
1663420457,8080000000
1663420458,10830000000
1663420459,14060000000
1663420460,15850000000
1663420461,18540000000
1663420462,21410000000
1663420463,22750000000
1663420464,25910000000
1663420465,27100000000
1663420466,27300000000
1663420467,27320000000
1663420468,30780000000
1663420469,33600000000
1663420470,36650000000
1663420471,40360000000
1663420472,43470000000
1663420473,45910000000
1663420474,47700000000
1663420475,49040000000
1663420476,50140000000
1663420477,51250000000
1663420478,54410000000
1663420479,56120000000
1663420480,58240000000
