t,value
1663354024,4320000000
1663354025,4660000000
1663354026,4710000000
1663354027,4740000000
1663354028,4780000000
1663354029,5210000000
1663354030,6150000000
1663354031,7150000000
1663354032,8320000000
1663354033,9340000000
1663354034,10260000000
1663354035,11440000000
1663354036,12160000000
1663354037,13100000000
1663354038,14320000000
1663354039,15410000000
1663354040,15860000000
1663354041,16020000000
1663354042,16050000000
1663354043,16630000000
1663354044,17570000000
1663354045,18610000000
1663354046,19540000000
1663354047,20650000000
1663354048,21360000000
1663354049,21530000000
1663354050,21540000000
1663354051,21680000000
1663354052,22570000000
1663354053,23560000000
1663354054,24830000000
1663354055,25590000000
1663354056,26440000000
1663354056,26870000000
