t,value
1663369489,4930000000
1663369490,4970000000
1663369491,5030000000
1663369492,5060000000
1663369493,6130000000
1663369494,7450000000
1663369495,9230000000
1663369496,11370000000
1663369497,12950000000
1663369498,13980000000
1663369499,14380000000
1663369500,14440000000
1663369501,14460000000
1663369502,14510000000
1663369503,16360000000
1663369504,18110000000
1663369505,19130000000
1663369506,20700000000
1663369507,21940000000
1663369508,22960000000
1663369509,23690000000
1663369510,25180000000
1663369511,26180000000
1663369512,26870000000
1663369513,27870000000
1663369514,28900000000
1663369515,29500000000
