t,value
1663362965,4640000000
1663362966,4700000000
1663362967,4750000000
1663362968,4790000000
1663362969,5850000000
1663362970,7250000000
1663362971,8980000000
1663362972,10720000000
1663362973,12770000000
1663362974,13590000000
1663362975,15030000000
1663362976,16850000000
1663362977,17890000000
1663362978,19440000000
1663362979,21080000000
1663362980,21100000000
1663362981,23330000000
1663362982,24790000000
1663362983,26030000000
1663362984,27170000000
1663362985,29250000000
1663362986,29870000000
1663362987,31330000000
1663362988,32170000000
1663362989,32820000000
1663362990,33000000000
1663362991,34890000000
1663362992,36850000000
1663362992,37220000000
