t,count
1663381973,0
1663381974,0
1663381975,0
1663381976,0
1663381977,0
1663381978,0
1663381979,0
1663381980,0
1663381981,17479
1663381982,17479
1663381983,17479
1663381984,17479
1663381985,27511
1663381986,27638
1663381987,27638
1663381988,37012
1663381989,37012
1663381990,37012
1663381991,37012
1663381992,37012
1663381993,37012
1663381994,37012
1663381995,49982
1663381996,49982
1663381997,49982
1663381998,60307
1663381999,62708
1663382000,64694
1663382001,66067
1663382002,66067
1663382003,66067
1663382004,66067
1663382005,67632
1663382006,67632
1663382007,67632
1663382008,76956
1663382009,78261
1663382009,83456
