t,count
1663355281,0
1663355282,0
1663355283,0
1663355284,0
1663355285,0
1663355286,0
1663355287,0
1663355288,0
1663355289,0
1663355290,0
1663355291,10637
1663355292,10637
1663355293,10637
1663355294,10637
1663355295,16098
1663355296,16098
1663355297,17669
1663355298,19877
1663355299,19877
1663355300,19877
1663355301,19877
1663355302,19877
1663355303,19877
1663355304,25664
1663355305,25664
1663355306,25664
1663355307,31062
1663355308,31832
1663355309,32286
1663355310,32705
1663355311,32705
1663355312,32705
1663355313,35726
1663355314,35755
1663355315,37225
1663355315,38838
