t,count
1663360501,0
1663360502,0
1663360503,0
1663360504,0
1663360505,0
1663360506,0
1663360507,0
1663360508,0
1663360509,0
1663360510,0
1663360511,0
1663360512,0
1663360513,6626
1663360514,6626
1663360515,6626
1663360516,6626
1663360517,6626
1663360518,6626
1663360519,10478
1663360520,10478
1663360521,10478
1663360522,10478
1663360523,13218
1663360524,13218
1663360525,13218
1663360526,13218
1663360527,13218
1663360528,13218
1663360529,13218
1663360530,13218
1663360531,13218
1663360532,17349
1663360533,17349
1663360534,17349
1663360535,17349
1663360536,21160
1663360537,21766
1663360538,22294
1663360539,22779
1663360540,22779
1663360541,22779
1663360542,22779
1663360543,22779
1663360544,22779
1663360545,22779
1663360546,22779
1663360547,25899
1663360548,25911
1663360549,25911
1663360550,28380
1663360550,28380
