t,count
1663379152,0
1663379153,0
1663379154,0
1663379155,0
1663379156,0
1663379157,0
1663379158,0
1663379159,0
1663379160,0
1663379161,9774
1663379162,9774
1663379163,9774
1663379164,9774
1663379165,9774
1663379166,17124
1663379167,17124
1663379168,17124
1663379169,17124
1663379170,20064
1663379171,20064
1663379172,20064
1663379173,26706
1663379174,26706
1663379175,26706
1663379176,26706
1663379177,26706
1663379178,34285
1663379179,34817
1663379180,36089
1663379181,36089
1663379182,36089
1663379183,36089
1663379184,36089
1663379185,36089
1663379186,36089
1663379186,42556
