t,count
1663364538,0
1663364539,0
1663364540,0
1663364541,0
1663364542,0
1663364543,0
1663364544,0
1663364545,0
1663364546,11842
1663364547,11842
1663364548,11842
1663364549,18114
1663364550,18197
1663364551,22911
1663364552,22911
1663364553,22911
1663364554,22911
1663364555,22911
1663364556,22911
1663364557,29929
1663364558,29929
1663364559,29929
1663364560,38180
1663364561,39741
1663364562,40438
1663364563,40438
1663364564,40438
1663364565,40438
1663364566,40438
1663364567,45463
1663364568,49186
1663364568,49256
