t,count
1663378795,0
1663378796,0
1663378797,0
1663378798,0
1663378799,0
1663378800,0
1663378801,0
1663378802,0
1663378803,0
1663378804,5202
1663378805,10622
1663378806,10622
1663378807,10622
1663378808,13557
1663378809,16981
1663378810,16981
1663378811,16981
1663378812,16981
1663378813,16981
1663378814,25376
1663378815,25376
1663378816,25376
1663378817,25376
1663378818,28551
1663378819,28551
1663378820,28551
1663378821,31895
1663378822,35522
1663378823,35522
1663378824,35522
1663378825,35522
1663378826,35522
1663378827,43933
1663378828,44398
1663378829,45098
1663378830,45612
1663378831,45612
1663378832,45612
1663378833,48296
1663378834,48296
1663378835,48296
1663378836,54340
1663378837,54372
1663378838,54372
1663378839,54372
1663378840,61030
1663378840,61030
