t,count
1663436602,0
1663436603,0
1663436604,0
1663436605,0
1663436606,0
1663436607,0
1663436608,0
1663436609,0
1663436610,0
1663436611,13835
1663436612,13835
1663436613,13835
1663436614,22247
1663436615,22247
1663436616,22247
1663436617,27347
1663436618,30061
1663436619,30061
1663436620,30061
1663436621,30061
1663436622,30061
1663436623,35520
1663436624,38394
1663436625,38394
1663436626,40734
1663436627,46786
1663436628,47692
1663436629,48492
1663436630,48492
1663436631,48492
1663436632,48492
1663436633,50293
1663436634,54682
1663436635,54682
1663436635,60898
