t,count
1663370047,0
1663370048,0
1663370049,0
1663370050,0
1663370051,0
1663370052,0
1663370053,0
1663370054,0
1663370055,0
1663370056,0
1663370057,4073987366
1663370058,4073987366
1663370059,5750006323
1663370060,5799235768
1663370061,5799235768
1663370062,7221802881
1663370063,7221802881
1663370064,7882808381
1663370065,8763735053
1663370066,8763735053
1663370067,9150414078
1663370068,9969674606
1663370069,10326716753
1663370070,10536391148
1663370071,10729326277
1663370072,10729326277
1663370073,10729326277
1663370074,12049107817
1663370075,12577476813
