t,count
1663368053,0
1663368054,0
1663368055,0
1663368056,0
1663368057,0
1663368058,0
1663368059,0
1663368060,0
1663368061,0
1663368062,0
1663368063,4030665128
1663368064,4030665128
1663368065,4030665128
1663368066,6276174043
1663368067,6424790565
1663368068,6424790565
1663368069,6424790565
1663368070,8818771537
1663368071,8818771537
1663368072,8818771537
1663368073,8818771537
1663368074,8818771537
1663368075,8818771537
1663368076,8818771537
1663368077,11181706729
1663368078,11181706729
1663368079,11181706729
1663368080,13908242850
1663368081,14177494622
1663368082,14566201748
1663368083,14608711394
1663368084,14608711394
1663368085,14608711394
1663368086,14608711394
1663368087,14608711394
1663368088,14608711394
1663368089,16720788371
1663368090,16728128460
1663368091,16728128460
1663368091,18635183979
