t,count
1663360194,0
1663360195,0
1663360196,0
1663360197,0
1663360198,0
1663360199,0
1663360200,0
1663360201,0
1663360202,0
1663360203,0
1663360204,0
1663360205,3521845666
1663360206,3521845666
1663360207,3521845666
1663360208,3521845666
1663360209,4969215791
1663360210,5011691821
1663360211,5011691821
1663360212,5902154467
1663360213,5902154467
1663360214,5902154467
1663360215,6968975332
1663360216,6968975332
1663360217,8030374542
1663360218,8030374542
1663360219,8030374542
1663360220,9569282009
1663360221,9652820778
1663360222,9797783740
1663360223,10051895971
1663360224,10213485164
1663360225,10213485164
1663360226,10213485164
1663360227,10213485164
1663360228,10213485164
1663360229,11358264772
1663360230,12327655706
