t,count
1663424722,0
1663424723,0
1663424724,0
1663424725,0
1663424726,0
1663424727,0
1663424728,0
1663424729,0
1663424730,0
1663424731,0
1663424732,5761993940
1663424733,5761993940
1663424734,5761993940
1663424735,5761993940
1663424736,5761993940
1663424737,5761993940
1663424738,10242948682
1663424739,10242948682
1663424740,10242948682
1663424741,10242948682
1663424742,10242948682
1663424743,10242948682
1663424744,10242948682
1663424745,16755345996
1663424746,16755345996
1663424747,16755345996
1663424748,16755345996
1663424749,16755345996
1663424750,16755345996
1663424751,21213756319
1663424752,21213756319
1663424753,21213756319
1663424754,21213756319
1663424755,21213756319
1663424756,25842792234
1663424757,25842792234
1663424758,25842792234
1663424759,25842792234
1663424760,25842792234
1663424761,25842792234
1663424762,25842792234
1663424763,31762268720
1663424764,31764885215
1663424765,32459023063
1663424766,32669245380
1663424767,32669245380
1663424768,32669245380
1663424769,32669245380
1663424770,32669245380
1663424771,32669245380
1663424772,32669245380
1663424773,32669245380
1663424774,32669245380
1663424775,32669245380
1663424776,37382091806
1663424777,37382091806
1663424778,37382091806
1663424779,37382091806
1663424780,37382091806
1663424781,41932652432
