t,count
1663370158,0
1663370159,0
1663370160,0
1663370161,0
1663370162,0
1663370163,0
1663370164,0
1663370165,0
1663370166,0
1663370167,0
1663370168,4131297356
1663370169,4131297356
1663370170,4131297356
1663370171,6280531636
1663370172,6280531636
1663370173,6280531636
1663370174,8358796111
1663370175,8358796111
1663370176,8358796111
1663370177,8358796111
1663370178,8358796111
1663370179,10787028615
1663370180,10787028615
1663370181,13541996509
1663370182,13786109012
1663370183,13977217620
1663370184,14256915756
1663370185,14526771675
1663370186,15224651283
1663370187,15224651283
1663370188,15224651283
1663370189,17095794303
1663370189,18650577430
