t,count
1663368529,0
1663368530,0
1663368531,0
1663368532,0
1663368533,0
1663368534,0
1663368535,0
1663368536,0
1663368537,0
1663368538,3610227917
1663368539,3610227917
1663368540,3610227917
1663368541,3610227917
1663368542,5532004931
1663368543,5532004931
1663368544,5532004931
1663368545,7184047030
1663368546,7184047030
1663368547,7184047030
1663368548,7184047030
1663368549,7184047030
1663368550,7184047030
1663368551,9172248208
1663368552,9172248208
1663368553,9172248208
1663368554,11454795197
1663368555,11719110573
1663368556,11860745865
1663368557,11860745865
1663368558,11860745865
1663368559,11860745865
1663368560,13546102984
1663368561,13546102984
1663368562,15143727823
