t,count
1663376766,0
1663376767,0
1663376768,0
1663376769,0
1663376770,0
1663376771,0
1663376772,0
1663376773,0
1663376774,3658865105
1663376775,3934867274
1663376776,3934867274
1663376777,3934867274
1663376778,6370231181
1663376779,6370231181
1663376780,6370231181
1663376781,6370231181
1663376782,6370231181
1663376783,6370231181
1663376784,8738542002
1663376785,8738542002
1663376786,8738542002
1663376787,11516711128
1663376788,11980004030
1663376789,11980004030
1663376790,11980004030
1663376791,11980004030
1663376792,11980004030
1663376792,13969894172
