t,count
1663434705,0
1663434706,0
1663434707,0
1663434708,0
1663434709,0
1663434710,0
1663434711,0
1663434712,0
1663434713,3178715829
1663434714,5744168425
1663434715,5744168425
1663434716,5744168425
1663434717,10111955512
1663434718,10111955512
1663434719,10111955512
1663434720,15766894414
1663434721,15766894414
1663434722,15766894414
1663434723,15766894414
1663434724,15766894414
1663434725,15766894414
1663434726,15766894414
1663434727,21067887531
1663434728,21067887531
1663434729,21067887531
1663434730,26779517302
1663434731,27393318650
1663434732,28035269392
1663434733,28035269392
1663434734,28035269392
1663434735,28035269392
1663434736,28035269392
1663434737,32439785746
1663434738,32439785746
1663434739,34186719748
1663434739,36306297801
