t,count
1663352048,0
1663352049,0
1663352050,0
1663352051,0
1663352052,0
1663352053,0
1663352054,0
1663352055,0
1663352056,0
1663352057,0
1663352058,0
1663352059,0
1663352060,0
1663352061,0
1663352062,3150778964
1663352063,3150778964
1663352064,3150778964
1663352065,3150778964
1663352066,3150778964
1663352067,3150778964
1663352068,4359875266
1663352069,4403906555
1663352070,4403906555
1663352071,5346513528
1663352072,5346513528
1663352073,5346513528
1663352074,5346513528
1663352075,5346513528
1663352076,6415897835
1663352077,6415897835
1663352078,6415897835
1663352079,6415897835
1663352080,7735808845
1663352081,7848226124
1663352082,8015679030
1663352083,8192148253
1663352084,8192148253
1663352085,8192148253
1663352086,8192148253
1663352087,9095698403
1663352088,9102987134
1663352089,9888656555
