t,count
1663352098,0
1663352099,0
1663352100,0
1663352101,0
1663352102,0
1663352103,0
1663352104,0
1663352105,0
1663352106,0
1663352107,0
1663352108,0
1663352109,0
1663352110,0
1663352111,0
1663352112,3322602293
1663352113,3322602293
1663352114,3322602293
1663352115,3322602293
1663352116,3322602293
1663352117,3322602293
1663352118,4691603500
1663352119,4691603500
1663352120,4691603500
1663352121,5747475425
1663352122,5747475425
1663352123,5747475425
1663352124,5747475425
1663352125,5747475425
1663352126,5747475425
1663352127,5747475425
1663352128,6508082198
1663352129,6508082198
1663352130,6508082198
1663352131,7857012583
1663352132,7924121309
1663352133,8058645857
1663352134,8208186023
1663352135,8342828528
1663352136,8342828528
1663352137,8342828528
1663352138,8342828528
1663352139,9311164707
1663352140,9318674867
1663352141,10159765064
