t,count
1663379040,0
1663379041,0
1663379042,0
1663379043,0
1663379044,0
1663379045,0
1663379046,0
1663379047,0
1663379048,0
1663379049,5813722613
1663379050,5813722613
1663379051,5813722613
1663379052,5813722613
1663379053,11136367076
1663379054,11136367076
1663379055,11136367076
1663379056,11136367076
1663379057,11136367076
1663379058,15941491502
1663379059,15941491502
1663379060,15941491502
1663379061,20635820015
1663379062,21287753835
1663379063,21798305266
1663379064,21798305266
1663379065,21798305266
1663379066,23560771652
1663379067,23560771652
1663379067,27192098431
