t,count
1663352924,0
1663352925,0
1663352926,0
1663352927,0
1663352928,0
1663352929,0
1663352930,0
1663352931,0
1663352932,0
1663352933,0
1663352934,0
1663352935,0
1663352936,0
1663352937,0
1663352938,0
1663352939,0
1663352940,3700111595
1663352941,3700111595
1663352942,3700111595
1663352943,3700111595
1663352944,3700111595
1663352945,5453218913
1663352946,5495036843
1663352948,5495036843
1663352948,5495036843
1663352949,5495036843
1663352950,7326375747
1663352951,7326375747
1663352952,7326375747
1663352953,7326375747
1663352954,7326375747
1663352955,7326375747
1663352956,7326375747
1663352957,9067204285
1663352958,9067204285
1663352959,9067204285
1663352960,9067204285
1663352961,11025460653
1663352962,11104169355
1663352963,11167387893
1663352964,11359663906
1663352965,11496020002
1663352966,11496020002
1663352967,12727196216
1663352968,12727196216
1663352969,14102337923
1663352970,14110096152
1663352971,15087305915
1663352972,15094802215
