t,count
1663425173,0
1663425174,0
1663425175,0
1663425176,0
1663425177,0
1663425178,0
1663425179,0
1663425180,0
1663425181,0
1663425182,5385077427
1663425183,5385077427
1663425184,5385077427
1663425185,5385077427
1663425186,5385077427
1663425187,5385077427
1663425188,5385077427
1663425189,10626355234
1663425190,10626355234
1663425191,10626355234
1663425192,10626355234
1663425193,10626355234
1663425194,10626355234
1663425195,10626355234
1663425196,10626355234
1663425197,10626355234
1663425198,15322055673
1663425199,15322055673
1663425200,15322055673
1663425201,15322055673
1663425202,15322055673
1663425203,15322055673
1663425204,20710847164
1663425205,21227151157
1663425206,21711984471
1663425207,21711984471
1663425208,21711984471
1663425209,21711984471
1663425210,21711984471
1663425211,21711984471
1663425212,21711984471
1663425213,21711984471
1663425213,25797001422
