t,value
1663424662,9383
1663424665,9383
1663424668,9383
1663424671,9383
1663424674,9383
1663424677,9383
1663424680,9383
1663424683,9383
1663424686,9383
1663424689,9383
1663424692,9383
1663424695,9383
1663424698,9383
1663424701,9383
1663424704,9383
1663424707,9383
1663424710,9383
1663424713,9383
1663424716,9383
