t,count
1663363196,0
1663363197,0
1663363198,0
1663363199,0
1663363200,0
1663363201,0
1663363202,0
1663363203,0
1663363204,0
1663363205,0
1663363206,0
1663363207,11354
1663363208,11354
1663363209,11354
1663363210,16973
1663363211,17087
1663363212,17087
1663363213,17087
1663363214,22136
1663363215,22136
1663363216,22136
1663363217,22136
1663363218,22136
1663363219,22136
1663363220,22136
1663363221,28858
1663363222,28858
1663363223,28858
1663363224,34837
1663363225,35244
1663363226,35957
1663363227,36426
1663363228,36426
1663363229,38015
1663363230,38015
1663363231,42029
1663363232,42068
1663363233,43827
1663363233,45741
