t,count
1663355368,0
1663355369,0
1663355370,0
1663355371,0
1663355372,0
1663355373,0
1663355374,0
1663355375,0
1663355376,0
1663355377,0
1663355378,11223
1663355379,11223
1663355380,11223
1663355381,11223
1663355382,16846
1663355383,16846
1663355384,16846
1663355385,19462
1663355386,22247
1663355387,22247
1663355388,22247
1663355389,23911
1663355390,23911
1663355391,28920
1663355392,28920
1663355393,28920
1663355394,28920
1663355395,28920
1663355396,35152
1663355397,35716
1663355398,36288
1663355399,36995
1663355400,36995
1663355401,36995
1663355402,36995
1663355403,36995
1663355404,41860
1663355405,41860
1663355406,45788
1663355406,45842
