t,count
1663428402,0
1663428403,0
1663428404,0
1663428405,0
1663428406,0
1663428407,0
1663428408,0
1663428409,0
1663428410,4317
1663428411,13658
1663428412,13658
1663428413,13658
1663428414,21276
1663428415,21385
1663428416,21385
1663428417,21385
1663428418,29470
1663428419,29470
1663428420,29470
1663428421,31608
1663428422,31608
1663428423,38271
1663428424,38271
1663428425,38271
1663428426,38271
1663428427,38271
1663428428,46536
1663428429,47550
1663428430,49031
1663428431,50065
1663428432,50065
1663428433,51738
1663428434,51738
1663428435,51738
1663428436,51738
1663428437,58246
1663428438,58286
1663428439,58286
1663428439,64020
