t,count
1663381892,0
1663381893,0
1663381894,0
1663381895,0
1663381896,0
1663381897,0
1663381898,0
1663381899,0
1663381900,4126
1663381901,17483
1663381902,17483
1663381903,25344
1663381904,25611
1663381905,25611
1663381906,33480
1663381907,33480
1663381908,33480
1663381909,33480
1663381910,33480
1663381911,38354
1663381912,43348
1663381913,43348
1663381914,45899
1663381915,55658
1663381916,57005
1663381917,59091
1663381918,59091
1663381919,59091
1663381920,59091
1663381921,59091
1663381922,63826
1663381923,65691
1663381924,70679
1663381924,70679
