t,count
1663353982,0
1663353983,0
1663353984,0
1663353985,0
1663353986,0
1663353987,0
1663353988,0
1663353989,0
1663353990,0
1663353991,0
1663353992,0
1663353993,0
1663353994,0
1663353995,0
1663353996,8181
1663353997,8181
1663353998,8181
1663353999,8181
1663354000,10309
1663354001,10309
1663354002,10309
1663354003,10309
1663354004,13632
1663354005,13632
1663354006,13632
1663354007,13705
1663354008,13705
1663354009,13705
1663354010,13705
1663354011,13705
1663354012,16479
1663354013,16479
1663354014,18124
1663354014,18226
