t,count
1663432668,0
1663432669,0
1663432670,0
1663432671,0
1663432672,0
1663432673,0
1663432674,0
1663432675,0
1663432676,0
1663432677,0
1663432678,0
1663432679,0
1663432680,7751
1663432681,7751
1663432682,7751
1663432683,7751
1663432684,7751
1663432685,7751
1663432686,13683
1663432687,13779
1663432688,13779
1663432689,13779
1663432690,13779
1663432691,13779
1663432692,13779
1663432693,13779
1663432694,20794
1663432695,20794
1663432696,20794
1663432697,20794
1663432698,20794
1663432699,20794
1663432700,20794
1663432701,20794
1663432702,26608
1663432703,26608
1663432704,26608
1663432705,26608
1663432706,26608
1663432707,26608
1663432708,32701
1663432709,32701
1663432710,32701
1663432711,32701
1663432712,32701
1663432713,32701
1663432714,32701
1663432715,32701
1663432716,32701
1663432717,32701
1663432718,40293
1663432719,40297
1663432720,40975
1663432721,41544
1663432722,41600
1663432723,41600
1663432724,41600
1663432725,41600
1663432726,41600
1663432727,41600
1663432728,41600
1663432729,41600
1663432730,41600
1663432731,41600
1663432732,41600
1663432733,41600
1663432734,47852
1663432735,47852
1663432736,47852
1663432737,47852
1663432738,47852
1663432739,47852
1663432740,47852
1663432741,54126
