t,count
1663370197,0
1663370198,0
1663370199,0
1663370200,0
1663370201,0
1663370202,0
1663370203,0
1663370204,0
1663370205,0
1663370206,0
1663370207,10278
1663370208,10278
1663370209,10278
1663370210,15088
1663370211,15175
1663370212,18205
1663370213,18205
1663370214,18205
1663370215,18205
1663370216,18205
1663370217,18205
1663370218,23681
1663370219,23681
1663370220,23681
1663370221,28044
1663370222,29054
1663370223,29832
1663370224,30722
1663370225,30722
1663370226,30722
1663370227,30722
1663370228,30722
1663370229,34210
1663370230,36199
1663370230,36229
