t,count
1663352670,0
1663352671,0
1663352672,0
1663352673,0
1663352674,0
1663352675,0
1663352676,0
1663352677,0
1663352678,0
1663352679,0
1663352680,0
1663352681,0
1663352682,0
1663352683,7590
1663352684,7590
1663352685,7590
1663352686,7590
1663352687,7590
1663352688,10717
1663352689,10800
1663352690,10800
1663352691,10800
1663352692,13028
1663352693,13028
1663352694,13902
1663352695,13902
1663352696,15805
1663352697,15805
1663352698,15805
1663352699,15805
1663352700,15805
1663352701,18654
1663352702,18823
1663352703,19225
1663352704,19478
1663352705,19478
1663352706,19478
1663352707,20866
1663352708,20866
1663352709,21883
