t,count
1663353493,0
1663353494,0
1663353495,0
1663353496,0
1663353497,0
1663353498,0
1663353499,0
1663353500,0
1663353501,0
1663353502,0
1663353503,0
1663353505,0
1663353505,0
1663353506,0
1663353507,0
1663353508,8394
1663353509,8394
1663353510,8394
1663353511,8394
1663353512,8394
1663353513,12244
1663353514,12244
1663353515,12244
1663353516,12244
1663353517,12244
1663353518,12244
1663353519,12244
1663353520,12244
1663353521,16042
1663353522,16042
1663353523,16042
1663353524,16042
1663353525,19572
1663353526,20102
1663353527,20278
1663353528,20758
1663353529,20895
1663353530,20895
1663353531,22420
1663353532,22420
1663353533,24619
1663353534,24619
