t,value
1663352623,93
1663352626,4488
1663352629,4488
1663352632,4488
1663352635,4488
1663352638,4488
1663352641,4488
1663352644,4488
1663352647,4488
1663352650,4488
1663352653,4488
1663352656,4488
1663352659,4488
1663352661,4488
