t,value
1663376967,97729416
1663376968,100414120
1663376969,102211896
1663376970,113987496
1663376971,108081096
1663376972,205124760
1663376973,235737088
1663376974,506226496
1663376975,486872912
1663376976,734742816
1663376977,819412816
1663376978,321159536
1663376979,1395050304
1663376980,1207291464
1663376981,1076244040
1663376982,902701936
1663376983,168853488
1663376984,215648712
1663376985,225908080
1663376986,227435344
1663376987,228848408
1663376988,236401400
1663376989,546365176
1663376990,473207568
1663376991,597748424
1663376992,599568264
1663376993,1495046328
1663376994,1008178896
1663376995,1064821760
1663376996,1175438832
1663376997,1249764728
1663376998,421372464
1663376999,997373592
1663377000,1057117840
1663377001,1190243456
1663377002,1274906776
1663377003,1427636024
1663377004,1430323864
1663377005,1431732792
1663377006,1433141816
1663377007,301834104
1663377008,304569352
1663377009,357755208
1663377010,466071016
1663377011,1339234112
1663377012,1382872232
