t,value
1663354065,97470656
1663354066,100155384
1663354067,101953160
1663354068,102856152
1663354069,104645720
1663354070,105540504
1663354071,107330072
1663354072,109119640
1663354073,110014424
1663354074,111803992
1663354075,113593560
1663354076,115383216
1663354077,119857208
1663354078,120751992
1663354079,122541584
1663354080,124331152
1663354081,125225936
1663354082,127015504
1663354083,127910288
1663354084,129699880
1663354085,131489616
1663354086,132384456
1663354087,141333128
1663354088,147597264
1663354089,154756184
1663354090,46920168
1663354091,46920200
1663354092,48489136
1663354093,56120616
1663354093,67206304
