t,value
1663362735,115237992
1663362736,117922784
1663362737,119720560
1663362738,120615344
1663362739,97906400
1663362740,192954816
1663362741,280909944
1663362742,168302808
1663362743,190280856
1663362744,589001216
1663362745,403388064
1663362746,481537056
1663362747,297015232
1663362748,466196144
1663362749,407317328
1663362750,189949760
1663362751,426745000
1663362752,590012072
1663362753,628092384
1663362754,633730272
1663362755,673966744
1663362756,186031608
1663362757,244518232
1663362758,244635424
1663362759,390602856
1663362760,462444464
1663362761,489269776
1663362762,707526216
1663362763,759355144
1663362764,377831400
1663362765,480849952
1663362766,601029304
1663362767,610023272
1663362768,656601176
1663362769,669118048
1663362770,443757704
1663362771,286516120
1663362772,475499032
1663362773,604009856
1663362774,595060192
1663362774,600052456
