t,value
1663353943,97598448
1663353944,100283216
1663353945,102080992
1663353946,102983984
1663353947,104773552
1663353948,65237344
1663353949,101566424
1663353950,112618144
1663353951,159514960
1663353952,188014128
1663353953,244385632
1663353954,117313352
1663353955,184493568
1663353956,256298144
1663353957,147296640
1663353958,109374488
1663353959,112523040
1663353960,113865504
1663353961,134979328
1663353962,171560768
1663353963,143070784
1663353964,278757400
1663353965,191322896
1663353966,340149800
1663353967,369856368
1663353968,371276096
1663353969,128771032
1663353970,122999880
1663353971,188370528
1663353972,170085096
1663353973,130004752
1663353973,222426096
