t,value
1663362323,48151480
1663362324,51525952
1663362325,52988216
1663362326,54466744
1663362327,55887864
1663362328,102141160
1663362329,74918696
1663362330,119577888
1663362331,166373568
1663362332,114928480
1663362333,110805952
1663362334,121161920
1663362335,341539360
1663362336,323757696
1663362337,356413368
1663362338,267957096
1663362339,174436552
1663362340,522553672
1663362341,111260816
1663362342,135024824
1663362343,201182312
1663362344,440058944
1663362345,494350552
1663362346,529781712
1663362347,545023424
1663362347,588498832
