t,value
1663424556,97907136
1663424557,100591864
1663424558,102389640
1663424559,117744712
1663424560,99158120
1663424561,203256744
1663424562,201785256
1663424563,445626664
1663424564,415013880
1663424565,701411280
1663424566,331484680
1663424567,810131768
1663424568,1071173512
1663424569,157237608
1663424570,933318352
1663424571,526520016
1663424572,183021632
1663424573,1332327192
1663424574,152482184
1663424575,153892624
1663424576,155344224
1663424577,156795608
1663424578,326171528
1663424579,193806496
1663424580,1677966632
1663424581,480637936
1663424582,1366202456
1663424583,923078528
1663424584,2200311224
1663424585,886425832
1663424586,1590634912
1663424587,1852467360
1663424588,2085477648
1663424589,1113296568
1663424590,381212168
1663424591,1643833104
1663424592,499839808
1663424593,1959884104
1663424594,1071750456
1663424595,1848840008
1663424596,1206011728
1663424597,597440744
1663424598,1016449304
1663424598,1065064400
