t,value
1663369007,96556872
1663369008,99241576
1663369009,101039352
1663369010,101942344
1663369011,83457880
1663369012,114810856
1663369013,191833016
1663369014,119045256
1663369015,140511936
1663369016,213936608
1663369017,260138672
1663369018,132049728
1663369019,415912536
1663369020,222034800
1663369021,259012008
1663369022,260386672
1663369023,83654016
1663369024,831447976
1663369025,825264808
1663369026,271794880
1663369027,291838104
1663369028,1120607824
1663369029,394360592
1663369030,457067424
1663369031,515286592
1663369032,627100888
1663369033,628488232
1663369034,412844656
1663369035,419739912
1663369035,465417432
