t,value
1663432830,97593088
1663432831,100277792
1663432832,102075568
1663432833,102978560
1663432834,64094272
1663432835,174741064
1663432836,113229568
1663432837,481152296
1663432838,556459192
1663432839,676263704
1663432840,966973096
1663432841,112144352
1663432842,851645912
1663432843,422656296
1663432844,281760488
1663432845,1386695976
1663432846,971694504
1663432847,1824653664
1663432848,1837398528
1663432849,1240349760
1663432850,498338568
1663432851,1033862112
1663432852,1120926232
1663432853,1380962736
1663432854,1485839792
1663432855,1487348080
1663432856,428409280
1663432857,1516325040
1663432857,1643484776
