t,value
1663370327,115470176
1663370328,118154928
1663370329,119952704
1663370330,120855696
1663370331,80931704
1663370332,166609664
1663370333,239755656
1663370334,130576320
1663370335,193505792
1663370336,294116336
1663370337,787102976
1663370338,159392072
1663370339,413387000
1663370340,330315392
1663370341,510227752
1663370342,836098744
1663370343,617635128
1663370344,293916624
1663370345,295259952
1663370346,316886328
1663370347,321507496
1663370348,918028904
1663370349,459113072
1663370350,883685920
1663370351,438353440
1663370352,601821520
1663370353,416528128
1663370354,944175280
1663370355,963524928
1663370356,1090112104
1663370357,1196778536
1663370358,515910568
1663370359,517296360
1663370360,518658056
1663370361,567877032
1663370362,660136240
1663370363,801167744
1663370364,643952960
1663370365,301820608
1663370366,940024472
1663370366,965878016
