t,value
1663428323,113722488
1663428324,116407192
1663428325,118204968
1663428326,122687432
1663428327,143716568
1663428328,256346696
1663428329,162019064
1663428330,401209296
1663428331,783553600
1663428332,859723336
1663428333,941832232
1663428334,1205078688
1663428335,834695032
1663428336,1102529752
1663428337,1194934504
1663428338,1258399360
1663428339,1273369744
1663428340,1308596936
1663428341,628349056
1663428342,537952848
1663428343,1603723112
1663428344,1714552344
1663428345,1199603056
1663428346,1354595808
1663428347,1755108512
1663428348,2046596104
1663428349,2054756528
1663428350,2168705816
1663428351,2241893840
1663428352,2359098208
1663428353,1808335632
1663428354,1942119728
1663428354,651376024
