t,value
1663435951,116068304
1663435952,118761144
1663435953,120558920
1663435954,125993536
1663435955,82514480
1663435956,198578288
1663435957,150997088
1663435958,689151384
1663435959,227131704
1663435960,765269376
1663435961,989691312
1663435962,508181272
1663435963,973885064
1663435964,294680104
1663435965,632260024
1663435966,1910151200
1663435967,704936600
1663435968,1256945488
1663435969,1343498680
1663435970,1612804856
1663435971,1649323416
1663435972,1692321048
1663435973,2008116416
1663435974,2002606328
1663435974,2059266192
