t,value
1663370680,115676816
1663370681,118361520
1663370682,120159296
1663370683,121062288
1663370684,115425472
1663370685,153258976
1663370686,240756160
1663370687,154322864
1663370689,102210728
1663370689,238244288
1663370690,306680728
1663370691,252713040
1663370692,647084784
1663370693,733016304
1663370694,466670128
1663370695,634109304
1663370696,704502648
1663370697,1073872472
1663370699,221119736
1663370699,804290624
1663370700,944478368
1663370701,945943776
1663370702,361186696
1663370703,585736008
1663370704,952319240
1663370705,1022090224
1663370706,1154591304
1663370707,316711056
1663370708,333412936
1663370709,706847464
1663370710,1003106968
1663370711,423533448
1663370712,596730736
