t,value
1663436081,114833960
1663436082,117518696
1663436083,119316472
1663436084,120219464
1663436085,142407144
1663436086,180104696
1663436087,121867000
1663436088,113534464
1663436089,632034032
1663436090,729192160
1663436091,1067621536
1663436092,1628685656
1663436093,163880712
1663436094,1803360664
1663436095,351791840
1663436096,353311256
1663436097,412535432
1663436098,381192704
1663436099,1388769512
1663436100,2355019576
1663436101,1943436856
1663436102,659807792
1663436103,964397728
1663436104,1143660904
1663436105,1399385896
1663436106,2672453368
1663436107,1055245064
1663436108,2336788736
1663436109,1281342776
1663436110,2363778136
1663436111,1876254456
1663436112,649865760
