t,value
1663365440,114647080
1663365441,117331784
1663365442,119129560
1663365443,123669216
1663365444,154113824
1663365445,264117104
1663365446,215983464
1663365447,201945528
1663365448,396423200
1663365449,486310000
1663365450,638432952
1663365451,454048256
1663365452,235009936
1663365453,271404256
1663365454,596194368
1663365455,771850384
1663365456,242076040
1663365457,309052096
1663365458,718907384
1663365459,642443784
1663365460,470951352
1663365461,591599256
1663365462,813797280
1663365463,854341312
1663365464,543123944
1663365465,612897184
1663365466,614309984
1663365467,625191128
1663365468,797147816
1663365469,321211992
1663365469,531927384
