t,value
1663417599,96297720
1663417600,98982424
1663417601,100780200
1663417602,113456304
1663417603,106143800
1663417604,231786432
1663417605,255958848
1663417606,644358464
1663417607,699911216
1663417608,332420400
1663417609,556537696
1663417610,212825208
1663417611,285234432
1663417612,1148158520
1663417613,832067128
1663417614,553260168
1663417615,102451680
1663417616,1398424864
1663417617,928681848
1663417618,345358600
1663417619,1353041544
1663417620,208503136
1663417621,1676462232
1663417622,1282657176
1663417623,1155433288
1663417624,896167984
1663417625,548761712
1663417626,1452545888
1663417627,1151078640
1663417628,908952232
1663417629,633878472
1663417630,393272024
1663417631,1356428640
1663417632,2010844528
1663417633,2012253848
1663417634,1113508544
1663417635,873092632
1663417636,632800864
1663417637,392872872
1663417638,1861956880
1663417639,806348776
1663417640,1560657536
1663417641,563317512
1663417642,791427840
1663417643,832438520
1663417644,1014564008
1663417645,1237475232
1663417646,1238862656
1663417647,1240284696
1663417648,1241679624
1663417649,1244522104
1663417650,1245909752
1663417651,1322317160
1663417652,1269846872
1663417653,1184521928
1663417654,1110944032
1663417655,1003202344
1663417656,698078520
1663417657,1195241032
1663417657,1370908760
