t,value
1663352670,97771968
1663352671,100456752
1663352672,102254528
1663352673,103157520
1663352674,104947088
1663352675,144230704
1663352676,100825536
1663352677,104282152
1663352678,158641928
1663352679,206701152
1663352680,123942576
1663352681,184073808
1663352682,318910952
1663352683,326704248
1663352684,329012544
1663352685,118169984
1663352686,131225648
1663352687,152667672
1663352688,85674112
1663352689,95913424
1663352690,146656320
1663352691,194032352
1663352692,161364016
1663352693,166989816
1663352694,184620456
1663352695,212070384
1663352696,276507560
1663352697,332485920
1663352698,240113432
1663352699,290517536
1663352700,173424728
1663352701,227317416
1663352702,243681136
1663352703,274994448
1663352704,308846024
1663352705,300545888
1663352706,164196672
1663352707,112471040
1663352708,151754288
1663352709,176521280
