t,value
1663362606,114195360
1663362607,116880136
1663362608,118677912
1663362609,119580904
1663362610,81007416
1663362611,182664936
1663362612,270309072
1663362613,166071200
1663362614,517875080
1663362615,180184312
1663362616,181203320
1663362617,297242144
1663362618,545032520
1663362619,151937872
1663362620,242502952
1663362621,466014656
1663362622,426512480
1663362623,436187832
1663362624,437806576
1663362625,335426904
1663362626,402524736
1663362627,750140048
1663362628,572361808
1663362629,263788456
1663362630,572794848
1663362631,629470760
1663362632,722214440
1663362633,812592224
1663362634,307807216
1663362635,338572064
1663362636,340016512
1663362637,545493088
1663362638,519364368
1663362639,231905992
1663362639,599232816
