t,value
1663370991,74430368
1663370992,76381384
1663370993,77756392
1663370994,79139608
1663370995,88158744
1663370996,113923072
1663370997,184943048
1663370998,125965376
1663370999,237858776
1663371000,301982192
1663371001,344719600
1663371002,127804200
1663371003,193023344
1663371004,194491704
1663371005,419077192
1663371006,413763992
1663371007,223072504
1663371008,248395568
1663371009,501969064
1663371010,572845800
1663371011,633787736
1663371012,673519896
1663371013,219403608
1663371013,317621856
