t,value
1663352485,97472088
1663352486,100156792
1663352487,101954568
1663352488,102857560
1663352489,104647128
1663352490,105541912
1663352491,107331480
1663352492,109121048
1663352493,110015832
1663352494,111805400
1663352495,113594968
1663352496,114489752
1663352497,118963792
1663352498,68219312
1663352499,121232856
1663352500,84570528
1663352501,158361424
1663352502,218732600
1663352503,126066032
1663352504,109990208
1663352505,285039296
1663352506,296415856
1663352507,200068920
1663352508,221897616
1663352509,227688160
1663352510,229093624
1663352511,230474816
1663352512,237387168
1663352513,175652480
1663352514,306634768
1663352515,330104040
1663352516,352530432
1663352517,375303008
1663352518,136837896
1663352519,322192128
1663352520,212481240
1663352521,235736552
1663352522,244953616
