t,value
1663427034,114184680
1663427035,116869384
1663427036,118667160
1663427037,119570152
1663427038,139031352
1663427039,252527832
1663427040,145082896
1663427041,572551512
1663427042,488718832
1663427043,867604192
1663427044,941964656
1663427045,957971080
1663427046,1302208456
1663427047,1398725368
1663427048,375508672
1663427049,1695189576
1663427050,483930640
1663427051,771183680
1663427052,1075796968
1663427053,476023160
1663427054,509682416
1663427055,511057848
1663427056,512440960
1663427057,513832552
1663427058,1699992280
1663427059,1905608000
1663427060,788093744
1663427061,783939048
1663427062,2312994056
1663427063,524884864
1663427064,1419709456
1663427065,1984466344
1663427066,1106403128
1663427067,1805295696
1663427068,2008191176
1663427069,2271932120
1663427070,1183045200
1663427071,665587400
1663427072,2167322736
1663427073,1538467952
1663427074,475808640
1663427075,1221417568
1663427076,492562608
1663427077,1018665096
1663427078,1883219520
1663427079,2168037656
1663427079,742024736
