t,value
1663379957,115326496
1663379958,118011200
1663379959,119808976
1663379960,120711968
1663379961,138954880
1663379962,181688984
1663379963,183858664
1663379964,128112912
1663379965,415355376
1663379966,705828424
1663379967,288918960
1663379968,859764512
1663379969,561258656
1663379970,608250912
1663379971,610154432
1663379972,1428010984
1663379973,1058138784
1663379974,696260712
1663379975,1062035640
1663379976,1160492096
1663379977,1449789888
1663379978,1484946720
1663379979,700499784
1663379980,708109528
1663379981,476066328
1663379982,812316664
1663379982,922713320
