t,count
1663352150,0
1663352151,0
1663352152,0
1663352153,0
1663352154,0
1663352155,0
1663352156,0
1663352157,0
1663352158,0
1663352159,0
1663352160,0
1663352161,0
1663352162,0
1663352163,0
1663352164,0
1663352165,8641
1663352166,8641
1663352167,8641
1663352168,8641
1663352169,8641
1663352170,12439
1663352171,12439
1663352172,12439
1663352173,14879
1663352174,14879
1663352175,14879
1663352176,14879
1663352177,14879
1663352178,14879
1663352179,17730
1663352180,17730
1663352181,17730
1663352182,17730
1663352183,20939
1663352184,21331
1663352185,21950
1663352186,22249
1663352187,22361
1663352188,22361
1663352189,22361
1663352190,22361
1663352191,22361
1663352192,24274
1663352193,25492
1663352194,25513
