t,count
1663357154,0
1663357155,0
1663357156,0
1663357157,0
1663357158,0
1663357159,0
1663357160,0
1663357161,0
1663357162,12989
1663357163,12989
1663357164,12989
1663357165,19568
1663357166,19889
1663357167,19889
1663357168,19889
1663357169,26593
1663357170,26593
1663357171,26593
1663357172,26593
1663357173,26593
1663357174,33786
1663357175,33786
1663357176,33786
1663357177,33786
1663357178,42329
1663357179,43352
1663357180,44342
1663357181,44342
1663357182,44342
1663357183,44342
1663357184,50291
1663357185,50326
1663357186,50326
1663357187,55708
